city,longitude,latitude,state
Benjamin,33.58398,-99.79231,TX
Berryville,32.08849,-95.4719,TX
Bertram,30.7438,-98.05558,TX
Beverly,31.52517,-97.14195,TX
Beverly Hills,31.52156,-97.15389,TX
Bevil Oaks,30.15021,-94.26963,TX
Big Sandy,32.58375,-95.10883,TX
Big Wells,28.57332,-99.56866,TX
Bishop,27.58614,-97.79916,TX
Bixby,26.15174,-97.85361,TX
Blanco,30.09799,-98.42141,TX
Blessing,28.87137,-96.21802,TX
Blooming Grove,32.0921,-96.71582,TX
Bloomington,28.64777,-96.89249,TX
Blossom,33.6615,-95.38579,TX
Blue Berry Hill,28.38889,-97.78222,TX
Blue Mound,32.85652,-97.33891,TX
Blue Ridge,33.29789,-96.40165,TX
Blue Ridge,31.27629,-96.74137,TX
Boerne,29.79466,-98.73197,TX
Bogata,33.47067,-95.21384,TX
Boling,29.26441,-95.94384,TX
Bolivar Peninsula,29.47829,-94.57991,TX
Bonham,33.57733,-96.17831,TX
Bowie,33.559,-97.84865,TX
Boyd,33.07873,-97.5653,TX
Brady,31.13517,-99.33506,TX
Brazoria,29.04441,-95.56911,TX
Breckenridge,32.75568,-98.90229,TX
Bremond,31.16518,-96.67692,TX
Brenham,30.16688,-96.39774,TX
Briar,32.99512,-97.5428,TX
Briarcliff,30.40742,-98.04446,TX
Bridge City,30.02077,-93.84573,TX
Bridgeport,33.21012,-97.75476,TX
Bristol,32.46153,-96.56999,TX
Brookshire,29.78606,-95.95107,TX
Brookside Village,29.5869,-95.32522,TX
Brownsboro,32.30237,-95.61357,TX
Brownsville,25.90175,-97.49748,TX
Bruceville-Eddy,31.30517,-97.25167,TX
Brownwood,31.70932,-98.99116,TX
Brushy Creek,30.51353,-97.73973,TX
Bryan,30.67436,-96.36996,TX
Bryson,33.16123,-98.38561,TX
Buchanan Dam,30.7399,-98.43114,TX
Buchanan Lake Village,30.85073,-98.44948,TX
Buckholts,30.87297,-97.12499,TX
Buffalo,31.46379,-96.05802,TX
Bullard,32.13988,-95.32023,TX
Bulverde,29.74383,-98.45307,TX
Buna,30.43298,-93.9624,TX
Bunker Hill Village,29.76745,-95.52994,TX
Burke,31.23185,-94.76854,TX
Burkburnett,34.09787,-98.57061,TX
Burleson,32.54208,-97.32085,TX
Burnet,30.75824,-98.22836,TX
Cactus,27.90695,-99.39392,TX
Caddo Mills,33.06567,-96.22776,TX
Caldwell,30.53132,-96.69303,TX
Calvert,30.97797,-96.67386,TX
Cameron,30.85325,-96.97693,TX
Cameron Park,25.96452,-97.47665,TX
Cameron Park Colonia,25.97147,-97.47832,TX
Camp Swift,30.19077,-97.29221,TX
Campbell,33.14817,-95.95136,TX
Canton,32.55652,-95.8633,TX
Canyon Lake,29.87522,-98.26251,TX
Carrizo Hill,28.5036,-99.8295,TX
Carrizo Springs,28.52193,-99.86061,TX
Carrollton,32.95373,-96.89028,TX
Carthage,32.15738,-94.33742,TX
Castle Hills,29.52329,-98.51641,TX
Castroville,29.35579,-98.87864,TX
Cedar Hill,32.58847,-96.95612,TX
Cedar Park,30.5052,-97.82029,TX
Celeste,33.29428,-96.1947,TX
Celina,33.32456,-96.78444,TX
Center,31.51073,-96.4247,TX
Center,31.79545,-94.17909,TX
Centerville,31.25796,-95.97829,TX
Central Gardens,29.99549,-94.01406,TX
César Chávez,26.3034,-98.11529,TX
Chandler,32.30793,-95.47996,TX
Channelview,29.77606,-95.11465,TX
Charlotte,28.86192,-98.70641,TX
Chico,33.29595,-97.79892,TX
Chillicothe,34.25647,-99.51676,TX
Chilton,31.28018,-97.06416,TX
China,30.04799,-94.33574,TX
China Grove,29.38885,-98.3489,TX
Cibolo,29.56162,-98.22696,TX
Cinco Ranch,29.73884,-95.758,TX
Cisco,32.38819,-98.97923,TX
Citrus City,26.32646,-98.3853,TX
Clarksville,33.61066,-95.05272,TX
Clarksville City,32.52959,-94.90299,TX
Clear Lake Shores,29.54745,-95.03215,TX
Cleburne,32.34764,-97.38668,TX
Cleveland,30.34132,-95.08549,TX
Clifton,31.78238,-97.57669,TX
Cloverleaf,29.77828,-95.17188,TX
Clute,29.02469,-95.39883,TX
Clyde,32.40596,-99.49369,TX
Cockrell Hill,32.73624,-96.88695,TX
Coldspring,30.59242,-95.12938,TX
Coleman,31.82737,-99.42645,TX
College Station,30.62798,-96.33441,TX
Colleyville,32.88096,-97.15501,TX
Collinsville,33.5615,-96.91111,TX
Colmesneil,30.90798,-94.42214,TX
Columbus,29.70662,-96.53969,TX
Comanche,31.89737,-98.60366,TX
Combes,26.24869,-97.73388,TX
Combine,32.58847,-96.5086,TX
Comfort,29.96771,-98.90503,TX
Commerce,33.24706,-95.89997,TX
Como,33.06067,-95.47217,TX
Conroe,30.31188,-95.45605,TX
Converse,29.51801,-98.31612,TX
Coolidge,31.75405,-96.64999,TX
Cooper,33.37344,-95.68829,TX
Cooper,31.24324,-95.58217,TX
Coppell,32.95457,-97.01501,TX
Copper Canyon,33.09595,-97.09668,TX
Copperas Cove,31.12406,-97.90308,TX
Corinth,33.15401,-97.06473,TX
Corpus Christi,27.80058,-97.39638,TX
Corrigan,30.99686,-94.82715,TX
Corsicana,32.09543,-96.46887,TX
Cottonwood Shores,30.55575,-98.32391,TX
Cotulla,28.43693,-99.23503,TX
Cove,29.82744,-94.80242,TX
Coyote Acres,27.71308,-98.13362,TX
Crandall,32.62791,-96.45582,TX
Crawford,31.53433,-97.44307,TX
Crockett,31.31824,-95.45661,TX
Crosby,29.91189,-95.06215,TX
Cross Mountain,29.6455,-98.65947,TX
Cross Plains,32.12625,-99.16534,TX
Crowell,33.98397,-99.72482,TX
Crowley,32.57903,-97.36252,TX
Crystal City,28.67748,-99.82811,TX
Cuero,29.09387,-97.28916,TX
Cumby,33.13734,-95.83941,TX
Cumings,29.57829,-95.79884,TX
Cushing,31.81462,-94.84049,TX
Cut and Shoot,30.33327,-95.35799,TX
Cypress,29.96911,-95.69717,TX
D'Hanis,29.33051,-99.27976,TX
Daingerfield,33.03179,-94.72187,TX
Daisetta,30.11327,-94.64298,TX
Dallas,32.78306,-96.80667,TX
Dalworthington Gardens,32.70291,-97.15529,TX
Damon,29.29052,-95.73467,TX
Danbury,29.2283,-95.34494,TX
Dawson,31.89405,-96.71471,TX
Dayton,30.04661,-94.8852,TX
De Kalb,33.50873,-94.61632,TX
De Leon,32.11097,-98.53588,TX
DeCordova,32.42986,-97.69503,TX
DeSoto,32.58986,-96.85695,TX
Decatur,33.23428,-97.58614,TX
Deer Park,29.70523,-95.12382,TX
Denison,33.75566,-96.53666,TX
Denton,33.21484,-97.13307,TX
Deport,33.52622,-95.31578,TX
Detroit,33.6615,-95.26662,TX
Deweyville,30.29771,-93.7435,TX
Diboll,31.18713,-94.78104,TX
Dickinson,29.46079,-95.05132,TX
Doffing,26.27452,-98.38585,TX
Donna,26.17035,-98.05195,TX
Doolittle,26.35337,-98.11666,TX
Double Oak,33.06512,-97.11057,TX
Dripping Springs,30.19021,-98.08668,TX
Driscoll,27.67447,-97.74861,TX
Dublin,32.08514,-98.34199,TX
Duncanville,32.6518,-96.90834,TX
Eagle Lake,29.58968,-96.33358,TX
Eagle Mountain,32.89346,-97.44446,TX
Early,31.7421,-98.94561,TX
East Bernard,29.53107,-96.07107,TX
East Mountain,32.59375,-94.85549,TX
East Tawakoni,32.88429,-95.92913,TX
Eastland,32.40152,-98.81756,TX
Easton,32.38738,-94.58298,TX
Ector,33.57733,-96.27331,TX
Edcouch,26.29396,-97.96056,TX
Eden,31.21628,-99.84563,TX
Edgecliff Village,32.65763,-97.34279,TX
Edgewood,32.69818,-95.88524,TX
Edinburg,26.30174,-98.16334,TX
El Campo,29.19664,-96.26969,TX
El Cenizo,27.35224,-99.49254,TX
El Lago,29.56356,-95.04521,TX
Electra,34.02926,-98.91896,TX
Elgin,30.34965,-97.37027,TX
Elkhart,31.62517,-95.5794,TX
Elmendorf,29.25607,-98.33279,TX
Elmo,32.72207,-96.16497,TX
Elsa,26.2934,-97.99306,TX
Emory,32.87457,-95.76552,TX
Encantada-Ranchito-El Calaboz,26.03344,-97.63307,TX
Encinal,28.04112,-99.35448,TX
Ennis,32.32931,-96.62527,TX
Escobares,26.41062,-98.96253,TX
Euless,32.83707,-97.08195,TX
Eustace,32.30709,-96.00664,TX
Evadale,30.35493,-94.07268,TX
Everman,32.63097,-97.28918,TX
Fair Oaks Ranch,29.74578,-98.64336,TX
Fairchilds,29.43135,-95.78023,TX
Fairfield,31.72461,-96.16525,TX
Fairview,33.1579,-96.63166,TX
Fairview,33.01929,-97.54586,TX
Falcon Lake Estates,26.87282,-99.25531,TX
Falfurrias,27.22699,-98.14417,TX
Falls City,28.98275,-98.0175,TX
Fannett,29.92605,-94.25074,TX
Farmers Branch,32.92651,-96.89612,TX
Farmersville,33.16345,-96.35998,TX
Fate,32.94151,-96.38137,TX
Ferris,32.53403,-96.66555,TX
Fifth Street,29.59829,-95.55133,TX
Flatonia,29.68773,-97.1086,TX
Florence,30.8413,-97.79363,TX
Floresville,29.13358,-98.15612,TX
Flower Mound,33.01457,-97.09696,TX
Forest Hill,32.67208,-97.26918,TX
Forney,32.74818,-96.47193,TX
Fort Gates,31.39961,-97.7078,TX
Fort Worth,32.72541,-97.32085,TX
Four Corners,29.66857,-95.65772,TX
Franklin,31.02602,-96.48524,TX
Frankston,32.05266,-95.50635,TX
Fredericksburg,30.2752,-98.87198,TX
Freeport,28.95414,-95.35966,TX
Freer,27.8828,-98.61779,TX
Fresno,29.53885,-95.44744,TX
Friendswood,29.5294,-95.20104,TX
Frisco,33.15067,-96.82361,TX
Frost,32.08015,-96.80666,TX
Fulshear,29.68996,-95.89968,TX
Fulton,28.0614,-97.0411,TX
Gainesville,33.62594,-97.13335,TX
Galena Park,29.73356,-95.23021,TX
Galveston,29.30135,-94.7977,TX
Ganado,29.04054,-96.51358,TX
Garden Ridge,29.63467,-98.30529,TX
Gardendale,28.51693,-99.21614,TX
Garfield,30.18744,-97.55778,TX
Garland,32.91262,-96.63888,TX
Garrett,32.36348,-96.65471,TX
Garrison,31.82434,-94.49104,TX
Gatesville,31.43516,-97.74391,TX
George West,28.3325,-98.11751,TX
Georgetown,30.63269,-97.67723,TX
Geronimo,29.663,-97.96695,TX
Gholson,31.701,-97.2164,TX
Giddings,30.18272,-96.93637,TX
Gilmer,32.72875,-94.94244,TX
Gladewater,32.53653,-94.94272,TX
Glen Rose,32.23459,-97.75531,TX
Glenn Heights,32.54875,-96.85667,TX
Glidden,29.70079,-96.58636,TX
Godley,32.44903,-97.52669,TX
Goldthwaite,31.44989,-98.57088,TX
Goliad,28.66833,-97.38833,TX
Golinda,31.37767,-97.08278,TX
Gonzales,29.50163,-97.45249,TX
Gorman,32.21375,-98.67061,TX
Graford,32.93762,-98.24699,TX
Graham,33.10706,-98.5895,TX
Granbury,32.44208,-97.7942,TX
Grand Prairie,32.74596,-96.99778,TX
Grand Saline,32.67346,-95.70941,TX
Grandview,32.27042,-97.17918,TX
Granger,30.71769,-97.44278,TX
Granite Shoals,30.58908,-98.38392,TX
Grapeland,31.49185,-95.47856,TX
Grapevine,32.93429,-97.07807,TX
Greatwood,29.55413,-95.67578,TX
Green Valley Farms,26.12202,-97.56054,TX
Greenville,33.13845,-96.11081,TX
Gregory,27.92224,-97.28999,TX
Grey Forest,29.6155,-98.68086,TX
Groesbeck,31.52434,-96.53387,TX
Groves,29.94827,-93.91712,TX
Groveton,31.05491,-95.12577,TX
Gun Barrel City,32.33459,-96.15136,TX
Gunter,33.44789,-96.74749,TX
Gunter,32.86873,-95.62968,TX
Hackberry,33.15234,-96.91778,TX
Hackberry,29.57829,-96.8797,TX
Hallettsville,29.44385,-96.94109,TX
Hallsburg,31.53878,-96.95611,TX
Hallsville,32.50432,-94.57409,TX
Haltom City,32.79957,-97.26918,TX
Hamilton,31.70377,-98.12392,TX
Hardin,30.15243,-94.73909,TX
Hargill,26.44257,-98.01389,TX
Harker Heights,31.08351,-97.65974,TX
Harlingen,26.19063,-97.6961,TX
Harper,30.29992,-99.24421,TX
Haskell,33.1576,-99.7337,TX
Haslet,32.97485,-97.3478,TX
Hawkins,32.58847,-95.20411,TX
Hawley,32.61206,-99.81426,TX
Hearne,30.87852,-96.59303,TX
Heath,32.83651,-96.47499,TX
Hebbronville,27.30688,-98.68032,TX
Hedwig Village,29.77745,-95.51716,TX
Heidelberg,26.19702,-97.88028,TX
Helotes,29.57801,-98.68975,TX
Hemphill,31.34074,-93.84685,TX
Hempstead,30.09744,-96.07829,TX
Henrietta,33.81732,-98.19532,TX
Hewitt,31.46239,-97.19584,TX
Hickory Creek,31.37879,-95.32133,TX
Hico,31.98293,-98.03365,TX
Hidalgo,26.10035,-98.26307,TX
Hideaway,32.49042,-95.45746,TX
Highland Park,32.83346,-96.79195,TX
Highland Village,33.09179,-97.04668,TX
Highlands,29.81884,-95.05604,TX
Hill Country Village,29.58245,-98.49085,TX
Hillcrest,29.39274,-95.25938,TX
Hillsboro,32.01099,-97.13001,TX
Hilltop Lakes,31.07935,-96.20385,TX
Hilshire Village,29.79078,-95.48911,TX
Hitchcock,29.34829,-95.01604,TX
Holiday Beach,28.1689,-97.01027,TX
Holiday Lakes,29.20969,-95.51689,TX
Holland,30.87824,-97.40167,TX
Holliday,33.81621,-98.69506,TX
Hollywood Park,29.6005,-98.48724,TX
Hondo,29.34746,-99.14142,TX
Honey Grove,33.58344,-95.90997,TX
Hooks,33.46623,-94.28853,TX
Hornsby Bend,30.24743,-97.58333,TX
Horseshoe Bay,30.54429,-98.37394,TX
Houston,29.76328,-95.36327,TX
Howe,33.50872,-96.61221,TX
Hubbard,31.84849,-96.79721,TX
Hudson,31.32268,-94.77826,TX
Hudson,29.90245,-95.50244,TX
Hudson Bend,30.41714,-97.92918,TX
Hudson Oaks,32.75707,-97.7067,TX
Hughes Springs,32.99846,-94.63076,TX
Hull,30.14632,-94.64242,TX
Humble,29.99883,-95.26216,TX
Hunters Creek Village,29.77051,-95.4955,TX
Huntington,31.27769,-94.57659,TX
Huntsville,30.72353,-95.55078,TX
Hurst,32.82346,-97.17057,TX
Hutchins,32.6493,-96.71305,TX
Hutto,30.5427,-97.54667,TX
Indian Hills,26.21285,-97.91639,TX
Indian Lake,26.08924,-97.50249,TX
Inez,28.90388,-96.78804,TX
Ingleside,27.8778,-97.21166,TX
Ingleside On-the-Bay,27.82947,-97.22332,TX
Ingram,30.07743,-99.24032,TX
Iowa Colony,29.48246,-95.4155,TX
Iowa Park,33.95148,-98.66867,TX
Irving,32.81402,-96.94889,TX
Italy,32.18404,-96.88472,TX
Itasca,32.15959,-97.15001,TX
Jacinto City,29.76745,-95.23382,TX
Jacksboro,33.21845,-98.15866,TX
Jacksonville,31.96378,-95.2705,TX
Jamaica Beach,29.18968,-94.97965,TX
Jarrell,30.82491,-97.60445,TX
Jasper,30.9202,-93.99658,TX
Jefferson,32.75736,-94.34519,TX
Jersey Village,29.88772,-95.563,TX
Jewett,31.36157,-96.14413,TX
Joaquin,31.96578,-94.05499,TX
Johnson City,30.27687,-98.41197,TX
Jollyville,30.4427,-97.77501,TX
Jones Creek,28.96858,-95.45522,TX
Jonestown,30.49547,-97.92335,TX
Josephine,33.06123,-96.3072,TX
Joshua,32.46153,-97.38807,TX
Jourdanton,28.91803,-98.54641,TX
Junction,30.48936,-99.77201,TX
Justin,33.08484,-97.29613,TX
Karnes City,28.88498,-97.90084,TX
Kaufman,32.58902,-96.30887,TX
Katy,29.78579,-95.8244,TX
Keene,32.39681,-97.3239,TX
Keller,32.93457,-97.25168,TX
Kemah,29.54273,-95.02048,TX
Kemp,32.44264,-96.22998,TX
Kenedy,28.81915,-97.84861,TX
Kenefick,30.1091,-94.85826,TX
Kennedale,32.6468,-97.22585,TX
Kempner,31.08101,-98.00252,TX
Kerens,32.13321,-96.22775,TX
Kerrville,30.04743,-99.14032,TX
Kilgore,32.38626,-94.87577,TX
Killeen,31.11712,-97.7278,TX
Kingsbury,29.64801,-97.82806,TX
Kingsland,30.65824,-98.44058,TX
Kingsville,27.51587,-97.85611,TX
Kirby,29.46329,-98.38557,TX
Kirbyville,30.66048,-93.89268,TX
Knippa,29.29524,-99.63727,TX
Knox City,33.41815,-99.81898,TX
Kountze,30.3716,-94.31241,TX
Krugerville,33.28151,-96.99056,TX
Krum,33.26151,-97.23807,TX
Kyle,29.98911,-97.87723,TX
La Blanca,26.29285,-98.03778,TX
La Coste,29.31079,-98.81003,TX
La Feria,26.15896,-97.82389,TX
La Grange,29.9055,-96.87665,TX
La Grulla,26.26951,-98.64725,TX
La Homa,26.25007,-98.36363,TX
La Joya,26.24702,-98.48141,TX
La Marque,29.36857,-94.97131,TX
La Paloma,26.04591,-97.66749,TX
La Porte,29.66578,-95.01937,TX
La Pryor,28.94108,-99.84978,TX
La Puerta,26.34451,-98.74503,TX
La Tina Ranch,26.21869,-97.47471,TX
La Vernia,29.35635,-98.11556,TX
La Villa,26.29868,-97.92861,TX
Lacy-Lakeview,31.62933,-97.10278,TX
Ladonia,33.42483,-95.94636,TX
Lago Vista,30.4602,-97.98835,TX
Laguna Heights,26.08008,-97.25386,TX
Laguna Park,31.85932,-97.37974,TX
Laguna Vista,26.10091,-97.29025,TX
Lake Brownwood,31.8357,-99.00783,TX
Lake City,28.07946,-97.88583,TX
Lake Dallas,33.11929,-97.02556,TX
Lake Jackson,29.03386,-95.43439,TX
Lake Kiowa,33.57705,-97.01306,TX
Lake Dunlap,29.67578,-98.07223,TX
Lake Worth,32.80485,-97.44502,TX
Lakehills,29.60467,-98.94309,TX
Lakeport,32.40904,-94.70521,TX
Lakeside,32.82235,-97.49335,TX
Lakeside City,33.82871,-98.54533,TX
Lakeway,30.36377,-97.97959,TX
Lakewood Village,33.14262,-96.96945,TX
Lamar,28.13946,-97.00555,TX
Lampasas,31.06378,-98.1817,TX
Lancaster,32.59208,-96.75611,TX
Larga Vista,27.49891,-99.43004,TX
Laredo,27.50641,-99.50754,TX
Las Lomas,26.36479,-98.7753,TX
Lasara,26.46479,-97.91111,TX
Laureles,26.10924,-97.49415,TX
Lavon,33.02762,-96.43415,TX
League City,29.50745,-95.09493,TX
Leakey,29.72884,-99.76145,TX
Leander,30.57881,-97.85307,TX
Leming,29.07302,-98.48418,TX
Leon Valley,29.49523,-98.61863,TX
Leonard,33.37955,-96.24748,TX
Lewisville,33.04623,-96.99417,TX
Lexington,30.4191,-97.01165,TX
Liberty,30.05799,-94.79548,TX
Liberty City,32.44543,-94.94855,TX
Liberty Hill,30.66491,-97.92252,TX
Lindale,32.5157,-95.4094,TX
Linden,33.01235,-94.36547,TX
Lindsay,33.63594,-97.22279,TX
Linn,26.56006,-98.12195,TX
Little Elm,33.16262,-96.93751,TX
Little River-Academy,30.98629,-97.35861,TX
Live Oak,29.56523,-98.3364,TX
Liverpool,29.29496,-95.27882,TX
Livingston,30.71103,-94.93299,TX
Llano,30.75935,-98.67504,TX
Llano Grande,26.1298,-97.96806,TX
Lockhart,29.88494,-97.67,TX
Log Cabin,32.22237,-96.02191,TX
Lolita,28.83943,-96.54247,TX
Lometa,31.21711,-98.39337,TX
Lone Oak,32.99678,-95.94025,TX
Lone Star,33.78566,-95.38773,TX
Lone Star,32.94402,-94.70715,TX
Longview,32.5007,-94.74049,TX
Lopezville,26.23813,-98.15973,TX
Lorena,31.38656,-97.21556,TX
Los Fresnos,26.07174,-97.47637,TX
Los Indios,26.04924,-97.74499,TX
Lost Creek,30.29548,-97.84445,TX
Lott,31.20351,-97.03666,TX
Louise,29.11137,-96.4033,TX
Lovelady,31.12685,-95.4455,TX
Lowry Crossing,33.15484,-96.54721,TX
Lucas,33.08429,-96.57666,TX
Luella,33.56955,-96.5511,TX
Lufkin,31.33824,-94.7291,TX
Luling,29.68051,-97.6475,TX
Lumberton,30.26577,-94.19963,TX
Lyford,26.41229,-97.78972,TX
Lytle,29.23329,-98.79641,TX
Mabank,32.36653,-96.10081,TX
Macdona,29.32579,-98.69113,TX
Madisonville,30.94991,-95.91162,TX
Magnolia,30.20938,-95.75078,TX
Malakoff,32.1696,-96.01247,TX
Manchaca,30.14077,-97.83306,TX
Manor,30.34076,-97.55695,TX
Mansfield,32.56319,-97.14168,TX
Manvel,29.46274,-95.35799,TX
Marble Falls,30.57841,-98.27507,TX
Marion,29.57134,-98.14029,TX
Markham,28.96026,-96.06524,TX
Marlin,31.30629,-96.89804,TX
Marshall,32.54487,-94.36742,TX
Marshall Creek,33.01679,-97.20863,TX
Mart,31.54239,-96.8336,TX
Martindale,29.8455,-97.84084,TX
Mason,30.74879,-99.23061,TX
Matagorda,28.69082,-95.96746,TX
Mathis,28.09446,-97.82805,TX
Maud,33.3329,-94.3427,TX
Mauriceville,30.20354,-93.86628,TX
Maypearl,32.3132,-97.01167,TX
McAllen,26.20341,-98.23001,TX
McDade,30.28382,-97.23777,TX
McGregor,31.44406,-97.40918,TX
McKinney,33.19762,-96.61527,TX
McLendon-Chisholm,32.84235,-96.38054,TX
McQueeney,29.59217,-98.03334,TX
Meadowlakes,30.56245,-98.29867,TX
Meadows Place,29.65134,-95.588,TX
Medina,29.79661,-99.24643,TX
Medina,26.92115,-99.25948,TX
Melissa,33.28595,-96.57277,TX
Menard,30.91767,-99.78646,TX
Mercedes,26.1498,-97.91361,TX
Meridian,31.92321,-97.65669,TX
Mesquite,32.7668,-96.59916,TX
Mexia,31.67989,-96.4822,TX
Midlothian,32.48236,-96.99445,TX
Midway North,26.18776,-98.01708,TX
Midway South,26.15694,-98.02011,TX
Mila Doce,26.22618,-97.95889,TX
Milam,31.4324,-93.84574,TX
Milford,32.1246,-96.94528,TX
Mineola,32.66319,-95.48829,TX
Mineral Wells,32.80846,-98.11282,TX
Mission,26.21591,-98.32529,TX
Mission Bend,29.69384,-95.66495,TX
Missouri City,29.61857,-95.53772,TX
Mont Belvieu,29.84772,-94.89076,TX
Montague,33.66483,-97.72059,TX
Monte Alto,26.37312,-97.97167,TX
Montgomery,30.38826,-95.69634,TX
Moody,31.30823,-97.3614,TX
Morgans Point Resort,31.14823,-97.46334,TX
Moulton,29.57496,-97.14276,TX
Mount Pleasant,33.15679,-94.96827,TX
Mount Vernon,33.18873,-95.22133,TX
Mountain City,30.03716,-97.88695,TX
Muenster,33.65177,-97.37641,TX
Munday,33.44926,-99.62286,TX
Muniz,26.25646,-98.08945,TX
Murchison,32.27848,-95.74969,TX
Murillo Colonia,26.25646,-98.11334,TX
Murphy,33.01512,-96.61305,TX
Mustang Ridge,30.05688,-97.69111,TX
Myrtle Springs,32.60986,-95.93024,TX
Nacogdoches,31.60351,-94.65549,TX
Naples,33.20318,-94.68021,TX
Nash,33.44235,-94.13075,TX
Nash,32.2657,-96.81277,TX
Nassau Bay,29.54468,-95.09104,TX
Navasota,30.38798,-96.08773,TX
Nederland,29.97438,-93.9924,TX
Needville,29.39941,-95.83773,TX
Nevada,33.04234,-96.37387,TX
New Berlin,29.46412,-98.10112,TX
New Boston,33.45984,-94.41548,TX
New Braunfels,29.703,-98.12445,TX
New Chapel Hill,32.30515,-95.173,TX
New Hope,33.21012,-96.56527,TX
New Hope (historical),33.23456,-96.98862,TX
New London,32.23877,-94.94049,TX
New Summerfield,31.98072,-95.09383,TX
New Territory,29.59412,-95.68078,TX
New Waverly,30.5377,-95.48328,TX
Newark,33.00124,-97.48447,TX
Newcastle,33.194,-98.73867,TX
Newton,30.84853,-93.7574,TX
Niederwald,30.00938,-97.72806,TX
Nixon,29.26746,-97.76444,TX
Nocona,33.78677,-97.72586,TX
Nolanville,31.07879,-97.60557,TX
Noonday,32.23571,-95.40607,TX
Nome,30.03577,-94.42436,TX
Normangee,31.02963,-96.11468,TX
North Alamo,26.2173,-98.1289,TX
North Pearsall,28.91497,-99.09642,TX
North Richland Hills,32.8343,-97.2289,TX
North San Pedro,27.8028,-97.68305,TX
Northcrest,31.63655,-97.09972,TX
Northlake,33.12734,-97.26557,TX
Nurillo,26.26702,-98.1214,TX
Oak Grove,32.53514,-96.31943,TX
Oak Leaf,32.52042,-96.85472,TX
Oak Point,33.19012,-96.99167,TX
Oak Ridge,32.65735,-96.2622,TX
Oak Ridge North,30.16022,-95.44438,TX
Oak Trail Shores,32.48875,-97.8342,TX
Oakwood,31.5849,-95.84913,TX
Odem,27.95057,-97.58222,TX
Old River-Winfree,29.86828,-94.8327,TX
Olivarez,26.22841,-97.99223,TX
Olmito,26.02174,-97.53415,TX
Olmos Park,29.47884,-98.48752,TX
Olney,33.37066,-98.75284,TX
Omaha,33.18068,-94.7441,TX
Onalaska,30.80575,-95.11633,TX
Onion Creek,30.1366,-97.78417,TX
Orange,30.09299,-93.73655,TX
Orange Grove,27.95668,-97.93694,TX
Ore City,32.80014,-94.72076,TX
Overton,32.2746,-94.97855,TX
Ovilla,32.52653,-96.88639,TX
Oyster Creek,29.00302,-95.33188,TX
Paint Rock,31.50849,-99.92008,TX
Palacios,28.70805,-96.21747,TX
Palestine,31.76212,-95.63079,TX
Palm Valley,26.20174,-97.75416,TX
Palmer,32.43125,-96.66777,TX
Palmhurst,26.25841,-98.31807,TX
Palmview,26.23341,-98.37085,TX
Palmview South,26.21563,-98.37863,TX
Palo Pinto,32.76735,-98.29866,TX
Panorama Village,30.38104,-95.49355,TX
Pantego,32.7143,-97.1564,TX
Paris,33.66094,-95.55551,TX
Parker,33.0554,-96.62194,TX
Pasadena,29.69106,-95.2091,TX
Pattison,29.82523,-95.99496,TX
Patton Village,30.19299,-95.16882,TX
Payne Springs,32.2782,-96.06692,TX
Pearland,29.56357,-95.28605,TX
Pearsall,28.89219,-99.09503,TX
Pecan Acres,32.97013,-97.47474,TX
Pecan Grove,29.62607,-95.73162,TX
Pecan Hill,32.48653,-96.78583,TX
Pecan Plantation,32.36042,-97.67558,TX
Pelican Bay,32.92096,-97.51836,TX
Penitas,26.23063,-98.44474,TX
Perezville,26.22452,-98.40057,TX
Petrolia,34.01315,-98.23227,TX
Pettus,28.61804,-97.80222,TX
Pflugerville,30.43937,-97.62,TX
Pharr,26.1948,-98.18362,TX
Pilot Point,33.3965,-96.96056,TX
Pine Forest,33.11262,-95.38467,TX
Pine Forest,30.18132,-94.03434,TX
Pine Island,30.058,-96.03746,TX
Pinehurst,30.17105,-95.68245,TX
Pinehurst,30.10715,-93.77461,TX
Pineland,31.24797,-93.97436,TX
Pinewood Estates,30.16438,-94.32158,TX
Piney Point Village,29.75995,-95.51716,TX
Pittsburg,32.9954,-94.96577,TX
Placedo,28.69138,-96.82804,TX
Plano,33.01984,-96.69889,TX
Pleak,29.48913,-95.80773,TX
Pleasant Hill,31.0088,-94.79771,TX
Pleasanton,28.96719,-98.47863,TX
Plum Grove,32.1957,-96.98945,TX
Plum Grove,30.21466,-95.09493,TX
Point Comfort,28.67972,-96.56025,TX
Point Venture,30.37937,-97.99612,TX
Pointblank,30.74575,-95.21272,TX
Point,32.93151,-95.87135,TX
Ponder,33.1829,-97.28724,TX
Port Aransas,27.83392,-97.0611,TX
Port Arthur,29.88519,-93.94233,TX
Port Isabel,26.07341,-97.20858,TX
Port Lavaca,28.615,-96.62609,TX
Port Neches,29.99132,-93.95851,TX
Port O'Connor,28.44834,-96.40581,TX
Porter Heights,30.15188,-95.32188,TX
Portland,27.87725,-97.32388,TX
Post Oak Bend City,32.63208,-96.31359,TX
Poteet,29.04052,-98.56807,TX
Poth,29.06969,-98.08195,TX
Potosi,32.3293,-99.65647,TX
Pottsboro,33.75927,-96.66944,TX
Powderly,33.81122,-95.5244,TX
Prairie View,30.09327,-95.98773,TX
Premont,27.36059,-98.12362,TX
Preston,33.88232,-96.63305,TX
Primera,26.22591,-97.75805,TX
Princeton,33.18012,-96.49804,TX
Progreso,26.0923,-97.95722,TX
